timestamp,region,compute_usage_units,storage_usage_gb,cpu_utilization_percent,storage_utilization_percent,estimated_cost_usd,is_holiday,economic_index,day_of_week,is_weekend,month,quarter,compute_lag_1,compute_lag_7,compute_rolling_7,storage_rolling_7,compute_spike,storage_spike
2025-04-28,india-south,1063.61,2362.94,52.23,74.71,223.85,0,109.27,0,0,4,2,1131.86,1089.78,1068.9014285714286,2424.7799999999997,0,0
2025-04-29,india-south,1065.2,2391.41,60.02,57.52,225.53,0,105.1,1,0,4,2,1063.61,1089.92,1065.3700000000001,2418.59,0,0
2025-04-30,india-south,1065.76,2431.39,64.05,80.93,227.75,0,104.86,2,0,4,2,1065.2,1065.13,1065.46,2416.944285714286,0,0
2025-05-01,india-south,881.03,2021.97,64.98,76.1,188.92,1,95.27,3,0,5,2,1065.76,1069.4,1038.55,2357.031428571428,0,0
2025-05-02,india-south,1076.47,2238.35,50.12,51.17,218.27,0,104.14,4,0,5,2,881.03,1041.92,1043.4857142857143,2327.8985714285714,0,0
2025-05-03,india-south,1023.1,2325.05,69.17,63.4,218.14,0,100.1,5,1,5,2,1076.47,1020.47,1043.8614285714286,2319.1814285714286,0,0
2025-05-04,india-south,1079.89,2524.92,74.9,88.27,234.09,1,112.7,6,1,5,2,1023.1,1131.86,1036.4371428571428,2328.0042857142857,0,1
2025-05-05,india-south,1047.45,2390.67,58.84,77.31,223.89,0,104.41,0,0,5,2,1079.89,1063.61,1034.1285714285714,2331.9657142857145,0,0
2025-05-06,india-south,927.76,2015.45,73.7,51.36,192.79,0,107.77,1,0,5,2,1047.45,1065.2,1014.4942857142858,2278.257142857143,0,0
2025-05-07,india-south,911.47,1964.84,65.59,85.24,188.58,1,112.88,2,0,5,2,927.76,1065.76,992.4528571428572,2211.6071428571427,0,0
2025-05-08,india-south,699.04,1633.5,79.9,71.01,151.48,0,102.22,3,0,5,2,911.47,881.03,966.4542857142858,2156.1114285714284,0,0
2025-05-09,india-south,595.52,1595.26,52.03,63.77,140.07,0,108.7,4,0,5,2,699.04,1076.47,897.7471428571428,2064.2414285714285,0,0
2025-05-13,india-south,1069.44,2334.56,74.06,94.82,222.84,0,101.05,1,0,5,2,595.52,1023.1,904.367142857143,2065.6,0,0
2025-05-14,india-south,1110.29,2393.49,61.38,58.03,229.71,0,112.46,2,0,5,2,1069.44,1079.89,908.71,2046.8242857142857,0,0
2025-05-15,india-south,1007.64,2236.19,49.16,93.62,211.94,0,98.26,3,0,5,2,1110.29,1047.45,903.0228571428571,2024.7557142857142,0,0
2025-05-16,india-south,1065.94,2306.23,75.3,57.41,220.99,0,101.8,4,0,5,2,1007.64,927.76,922.7628571428571,2066.2957142857144,0,0
2025-05-17,india-south,1135.99,2380.04,42.65,57.23,231.31,1,111.7,5,1,5,2,1065.94,911.47,954.8371428571428,2125.6099999999997,0,0
2025-05-18,india-south,1097.96,2352.94,61.29,62.04,226.41,1,108.72,6,1,5,2,1135.99,699.04,1011.8257142857143,2228.387142857143,0,0
2025-05-19,india-south,1018.34,2326.17,45.25,48.66,217.78,0,109.35,0,0,5,2,1097.96,595.52,1072.2285714285715,2332.802857142857,0,0
2025-05-20,india-south,951.27,2363.61,66.47,85.02,213.75,0,114.55,1,0,5,2,1018.34,1069.44,1055.347142857143,2336.9528571428573,0,0
2025-05-21,india-south,1048.19,2348.63,51.7,48.22,221.68,0,110.82,2,0,5,2,951.27,1110.29,1046.4757142857143,2330.5442857142857,0,0
2025-05-22,india-south,1008.09,2357.44,65.6,68.86,218.54,0,112.31,3,0,5,2,1048.19,1007.64,1046.5400000000002,2347.8657142857146,0,0
2025-05-23,india-south,984.87,2330.59,63.1,58.37,215.0,0,110.76,4,0,5,2,1008.09,1065.94,1034.9585714285715,2351.3457142857146,0,0
2025-05-24,india-south,1025.0,2273.01,62.32,90.61,215.5,1,96.72,5,1,5,2,984.87,1135.99,1019.1028571428571,2336.0557142857147,0,0
2025-05-25,india-south,982.04,2354.01,69.73,70.91,216.01,1,112.42,6,1,5,2,1025.0,1097.96,1002.5428571428572,2336.2085714285718,0,0
2025-05-26,india-south,1020.76,2329.76,52.58,62.31,218.19,0,99.93,0,0,5,2,982.04,1018.34,1002.8885714285715,2336.7214285714285,0,0
2025-05-27,india-south,1009.27,2324.0,68.0,61.54,216.84,0,108.16,1,0,5,2,1020.76,951.27,1011.1742857142856,2331.0628571428574,0,0
2025-05-28,india-south,938.89,2154.06,72.44,58.27,201.29,0,101.5,2,0,5,2,1009.27,1048.19,995.5600000000001,2303.267142857143,0,0
2025-05-29,india-south,954.08,2301.75,61.26,50.19,210.66,0,113.04,3,0,5,2,938.89,1008.09,987.8442857142857,2295.3114285714287,0,0
2025-05-30,india-south,991.8,2233.41,61.09,79.37,210.36,0,113.65,4,0,5,2,954.08,984.87,988.8342857142858,2281.4285714285716,0,0
2025-05-31,india-south,1019.37,2180.19,67.86,87.39,209.97,1,108.14,5,1,5,2,991.8,1025.0,988.03,2268.1685714285713,0,0
2025-06-01,india-south,946.48,2000.3,71.98,82.25,193.65,0,114.53,6,1,6,2,1019.37,982.04,982.9499999999999,2217.638571428571,0,0
2025-06-02,india-south,1018.93,2154.2,72.45,54.31,208.52,0,110.77,0,0,6,2,946.48,1020.76,982.6885714285714,2192.558571428571,0,0
2025-06-03,india-south,1030.57,2337.21,59.04,90.79,219.48,0,100.63,1,0,6,2,1018.93,1009.27,985.7314285714285,2194.445714285714,0,0
2025-06-04,india-south,1079.84,2494.67,59.66,53.55,232.44,1,113.5,2,0,6,2,1030.57,938.89,1005.8671428571428,2243.1042857142857,0,1
2025-06-05,india-south,1075.86,2393.81,68.54,63.56,226.63,0,111.86,3,0,6,2,1079.84,954.08,1023.2642857142856,2256.255714285714,0,0
2025-06-06,india-south,988.54,2264.41,86.48,68.04,211.74,0,99.04,4,0,6,2,1075.86,991.8,1022.7985714285713,2260.6842857142856,0,0
2025-06-07,india-south,833.1,1966.8,61.31,68.59,181.61,1,107.5,5,1,6,2,988.54,1019.37,996.1885714285714,2230.2,0,0
2025-06-08,india-south,724.98,1716.66,41.05,59.18,158.32,0,100.66,6,1,6,2,833.1,946.48,964.5457142857142,2189.68,0,0
2025-06-09,india-south,604.89,1520.76,68.37,62.3,136.88,1,95.07,0,0,6,2,724.98,1018.93,905.3971428571429,2099.188571428572,0,0
2025-06-13,india-south,1004.76,2141.8,65.23,79.77,206.57,0,98.42,4,0,6,2,604.89,1030.57,901.71,2071.272857142857,0,0
2025-06-14,india-south,973.06,2076.15,57.77,67.28,200.16,1,113.47,5,1,6,2,1004.76,1079.84,886.4557142857142,2011.4842857142855,0,0
2025-06-15,india-south,959.3,2149.78,55.98,69.34,202.9,1,112.41,6,1,6,2,973.06,1075.86,869.8042857142857,1976.6228571428571,0,0
2025-06-16,india-south,909.16,2134.11,74.35,89.75,197.53,0,105.44,0,0,6,2,959.3,988.54,858.4642857142857,1958.0085714285717,0,0
2025-06-17,india-south,984.21,2197.82,65.66,60.72,207.75,0,104.72,1,0,6,2,909.16,833.1,880.0514285714286,1991.0114285714285,0,0
2025-06-18,india-south,810.87,2159.93,69.72,82.9,190.06,0,114.15,2,0,6,2,984.21,724.98,892.3214285714286,2054.3357142857144,0,0
2025-06-19,india-south,999.3,2178.02,62.11,78.1,208.04,0,113.98,3,0,6,2,810.87,604.89,948.6657142857142,2148.23,0,0
2025-06-20,india-south,950.48,2151.07,68.16,50.4,202.18,0,95.9,4,0,6,2,999.3,1004.76,940.9114285714285,2149.554285714286,0,0
2025-06-21,india-south,924.61,2108.71,67.21,81.55,197.55,1,104.42,5,1,6,2,950.48,973.06,933.99,2154.2057142857143,0,0
2025-06-22,india-south,922.96,2153.23,71.78,73.11,199.81,1,105.45,6,1,6,2,924.61,959.3,928.7985714285714,2154.6985714285715,0,0
2025-06-23,india-south,862.23,1924.65,53.62,98.0,181.96,0,103.67,0,0,6,2,922.96,909.16,922.0942857142857,2124.7757142857145,0,0
2025-06-24,india-south,845.33,2106.8,52.09,71.49,190.29,0,109.27,1,0,6,2,862.23,984.21,902.2542857142859,2111.772857142857,0,0
2025-06-25,india-south,930.23,2099.7,65.13,87.93,197.57,0,112.01,2,0,6,2,845.33,810.87,919.3057142857143,2103.1685714285713,0,0
2025-06-26,india-south,912.86,2084.34,55.18,64.95,195.17,0,101.08,3,0,6,2,930.23,999.3,906.9571428571428,2089.785714285714,0,0
2025-06-27,india-south,934.43,1980.14,41.38,73.01,191.48,0,109.25,4,0,6,2,912.86,950.48,904.6642857142857,2065.367142857143,0,0
2025-06-28,india-south,947.17,1876.34,65.46,82.51,187.01,1,108.51,5,1,6,2,934.43,924.61,907.8871428571429,2032.1714285714286,0,0
2025-06-29,india-south,923.86,1979.88,73.92,82.07,190.51,1,102.03,6,1,6,2,947.17,922.96,908.0157142857142,2007.407142857143,0,0
2025-06-30,india-south,900.63,2105.26,71.79,91.03,195.2,0,96.37,0,0,6,2,923.86,862.23,913.5014285714286,2033.2085714285713,0,0
2025-07-01,india-south,911.46,2112.78,57.79,62.59,196.58,0,100.07,1,0,7,3,900.63,845.33,922.9485714285714,2034.0628571428572,0,0
2025-07-02,india-south,1071.92,2273.73,71.68,64.5,219.77,0,96.71,2,0,7,3,911.46,930.23,943.1899999999999,2058.924285714286,0,0
2025-07-03,india-south,1049.18,2400.24,55.01,62.16,224.57,0,112.1,3,0,7,3,1071.92,912.86,962.6642857142858,2104.052857142857,0,0
2025-07-04,india-south,1110.65,2494.92,63.39,71.1,235.24,0,96.02,4,0,7,3,1049.18,934.43,987.8385714285714,2177.592857142857,0,1
2025-07-05,india-south,1055.71,2355.88,62.36,54.45,222.75,0,107.91,5,1,7,3,1110.65,947.17,1003.3442857142857,2246.0985714285716,0,0
2025-07-06,india-south,944.97,2214.32,49.32,75.93,205.1,1,113.09,6,1,7,3,1055.71,923.86,1006.36,2279.59,0,0
2025-07-07,india-south,852.65,1859.49,64.45,71.15,177.57,0,101.97,0,0,7,3,944.97,900.63,999.5057142857142,2244.48,0,0
2025-07-08,india-south,726.43,1713.87,89.37,98.0,158.3,0,95.3,1,0,7,3,852.65,911.46,973.0728571428572,2187.4928571428572,0,0
2025-07-09,india-south,714.21,1393.18,71.79,75.71,139.84,1,99.91,2,0,7,3,726.43,1071.92,921.9714285714286,2061.7000000000003,0,0
2025-07-13,india-south,793.73,1997.29,59.99,44.64,179.71,1,101.54,6,1,7,3,714.21,1049.18,885.4785714285715,2004.1357142857141,0,0
2025-07-14,india-south,886.54,1839.4,67.81,79.35,179.54,0,99.43,0,0,7,3,793.73,1110.65,853.4628571428572,1910.49,0,0
2025-07-15,india-south,837.23,1850.13,65.18,69.84,175.67,0,115.0,1,0,7,3,886.54,1055.71,822.2514285714286,1838.24,0,0
2025-07-16,india-south,837.1,1923.33,60.47,75.43,179.62,0,101.8,2,0,7,3,837.23,944.97,806.8414285714287,1796.67,0,0
2025-07-17,india-south,772.23,1857.06,61.45,94.42,170.18,0,95.23,3,0,7,3,837.1,852.65,795.3528571428571,1796.3228571428572,0,0
2025-07-18,india-south,778.07,1785.51,61.04,54.77,166.84,0,109.12,4,0,7,3,772.23,726.43,802.7300000000001,1806.5571428571427,0,0
2025-07-19,india-south,750.65,1796.68,61.78,68.58,164.97,1,107.92,5,1,7,3,778.07,714.21,807.9357142857143,1864.2,0,0
2025-07-20,india-south,916.77,1899.33,65.15,77.1,185.51,1,97.41,6,1,7,3,750.65,793.73,825.512857142857,1850.2057142857143,0,0
2025-07-21,india-south,813.99,1913.26,78.71,52.65,176.99,0,109.76,0,0,7,3,916.77,886.54,815.1485714285715,1860.757142857143,0,0
2025-07-22,india-south,798.52,1804.57,73.47,71.18,169.71,0,106.5,1,0,7,3,813.99,837.23,809.6185714285714,1854.2485714285715,0,0
2025-07-23,india-south,787.95,1806.3,53.76,84.38,168.85,0,113.41,2,0,7,3,798.52,837.1,802.5971428571428,1837.53,0,0
2025-07-24,india-south,837.13,1826.75,88.57,77.89,174.4,0,103.79,3,0,7,3,787.95,772.23,811.8685714285714,1833.2,0,0
2025-07-25,india-south,818.38,1784.91,70.22,81.47,170.44,0,100.39,4,0,7,3,837.13,778.07,817.6271428571429,1833.1142857142856,0,0
2025-07-26,india-south,806.82,1674.75,62.22,76.44,163.43,1,95.5,5,1,7,3,818.38,750.65,825.6514285714285,1815.695714285714,0,0
2025-07-27,india-south,774.96,1753.21,63.53,57.57,164.81,1,109.11,6,1,7,3,806.82,916.77,805.3928571428571,1794.8214285714287,0,0
2025-07-28,india-south,792.66,1700.06,74.97,68.14,163.53,0,113.69,0,0,7,3,774.96,813.99,802.3457142857143,1764.3642857142856,0,0
2025-07-29,india-south,793.39,1840.59,44.7,53.49,171.2,0,112.1,1,0,7,3,792.66,798.52,801.6128571428571,1769.51,0,0
2025-07-30,india-south,742.74,1592.08,70.05,65.06,153.18,0,101.24,2,0,7,3,793.39,787.95,795.1542857142857,1738.9071428571428,0,0
2025-07-31,india-south,797.37,1664.35,56.07,40.57,162.02,0,110.79,3,0,7,3,742.74,837.13,789.4742857142858,1715.707142857143,0,0
2025-08-01,india-south,881.79,2161.53,63.67,70.74,196.55,0,97.91,4,0,8,3,797.37,818.38,798.5328571428572,1769.51,0,0
2025-08-02,india-south,1055.82,2249.25,65.99,83.4,216.99,1,95.81,5,1,8,3,881.79,806.82,834.1042857142857,1851.5814285714284,0,0
2025-08-03,india-south,1045.53,2460.96,70.51,79.72,227.52,1,113.14,6,1,8,3,1055.82,774.96,872.7571428571429,1952.6885714285713,0,0
2025-08-04,india-south,1101.44,2537.66,60.36,69.29,236.72,0,102.51,0,0,8,3,1045.53,792.66,916.8685714285714,2072.345714285714,0,1
2025-08-05,india-south,1071.93,2447.97,63.13,58.47,229.2,0,102.5,1,0,8,3,1101.44,793.39,956.6600000000001,2159.1142857142854,0,0
2025-08-06,india-south,1045.83,2120.46,81.99,63.19,209.12,1,113.34,2,0,8,3,1071.93,742.74,999.9585714285715,2234.597142857143,0,0
2025-08-07,india-south,845.52,1946.34,73.95,87.77,181.63,0,110.87,3,0,8,3,1045.83,797.37,1006.8371428571428,2274.8814285714284,0,0
2025-08-08,india-south,808.25,1829.28,64.36,69.13,171.93,0,112.27,4,0,8,3,845.52,881.79,996.3314285714285,2227.4171428571426,0,0
2025-08-09,india-south,681.42,1526.95,76.01,53.4,144.12,0,111.61,5,1,8,3,808.25,1055.82,942.8457142857143,2124.2314285714283,0,0
2025-08-13,india-south,744.59,1672.64,75.89,62.8,157.71,0,106.55,2,0,8,3,681.42,1045.53,899.8542857142858,2011.6142857142856,0,0
2025-08-14,india-south,780.34,1745.68,53.51,73.66,164.89,0,95.25,3,0,8,3,744.59,1101.44,853.9828571428571,1898.4742857142858,0,0
2025-08-15,india-south,751.61,1548.15,78.13,62.32,151.6,0,112.87,4,0,8,3,780.34,1071.93,808.2228571428572,1769.9285714285713,0,0
2025-08-16,india-south,666.97,1655.17,61.61,79.84,149.76,1,95.68,5,1,8,3,751.61,1045.83,754.1,1703.4585714285713,0,0
2025-08-17,india-south,786.8,1590.7,78.42,80.34,157.08,1,97.49,6,1,8,3,666.97,845.52,745.7114285714285,1652.652857142857,0,0
2025-08-18,india-south,684.75,1600.34,70.3,67.06,148.4,0,104.53,0,0,8,3,786.8,808.25,728.0685714285713,1619.947142857143,0,0
2025-08-19,india-south,743.82,1610.58,66.2,77.3,154.28,0,106.53,1,0,8,3,684.75,681.42,736.9828571428571,1631.8942857142858,0,0
2025-08-20,india-south,707.88,1533.16,60.49,53.84,146.85,0,100.14,2,0,8,3,743.82,744.59,731.7385714285714,1611.9685714285715,0,0
2025-08-21,india-south,691.17,1588.93,75.49,65.1,148.36,0,109.14,3,0,8,3,707.88,780.34,719.0,1589.5757142857144,0,0
2025-08-22,india-south,681.55,1646.92,58.33,69.5,150.63,0,95.84,4,0,8,3,691.17,751.61,708.9914285714285,1603.6857142857145,0,0
2025-08-23,india-south,706.83,1453.01,68.32,84.46,142.41,1,109.17,5,1,8,3,681.55,666.97,714.6857142857142,1574.8057142857144,0,0
2025-08-24,india-south,711.45,1635.15,74.88,59.59,152.69,1,95.41,6,1,8,3,706.83,786.8,703.9214285714287,1581.1557142857143,0,0
2025-08-25,india-south,727.01,1674.22,78.14,63.51,156.21,0,110.98,0,0,8,3,711.45,684.75,709.9585714285715,1591.7099999999998,0,0
2025-08-26,india-south,793.91,1464.95,56.6,59.15,150.91,0,99.83,1,0,8,3,727.01,743.82,717.1142857142858,1570.9057142857143,0,0
2025-08-27,india-south,730.19,1572.37,66.78,84.3,150.98,0,114.13,2,0,8,3,793.91,707.88,720.3014285714286,1576.5071428571428,0,0
2025-08-28,india-south,710.54,1508.63,69.17,74.83,145.76,0,108.74,3,0,8,3,730.19,691.17,723.0685714285713,1565.0357142857142,0,0
2025-08-29,india-south,656.08,1468.8,64.73,78.27,138.69,0,105.45,4,0,8,3,710.54,681.55,719.4300000000001,1539.59,0,0
2025-08-30,india-south,707.38,1641.48,67.77,84.44,152.66,1,98.97,5,1,8,3,656.08,706.83,719.5085714285715,1566.5142857142857,0,0
2025-08-31,india-south,737.17,1518.58,69.33,65.19,148.7,1,96.99,6,1,8,3,707.38,711.45,723.1828571428571,1549.8614285714286,0,0
2025-09-01,india-south,946.74,1997.21,81.57,46.36,193.51,0,96.01,0,0,9,3,737.17,727.01,754.5728571428572,1596.0028571428572,0,0
2025-09-02,india-south,1107.33,2288.44,75.59,80.86,223.76,1,108.5,1,0,9,3,946.74,793.91,799.3471428571428,1713.6442857142858,0,0
2025-09-03,india-south,1151.52,2471.9,54.24,52.87,237.68,1,102.97,2,0,9,3,1107.33,730.19,859.5371428571428,1842.1485714285714,0,1
2025-09-04,india-south,1119.58,2444.24,72.52,62.61,233.3,0,108.44,3,0,9,3,1151.52,710.54,917.9714285714286,1975.8071428571427,0,0
2025-09-05,india-south,1100.31,2481.05,57.33,62.63,233.55,0,101.16,4,0,9,3,1119.58,656.08,981.4328571428571,2120.414285714286,0,1
2025-09-06,india-south,1032.88,2035.09,81.51,44.24,203.33,0,102.47,5,1,9,3,1100.31,707.38,1027.932857142857,2176.6442857142856,0,0
2025-09-07,india-south,867.71,1789.97,71.87,73.64,175.16,0,114.5,6,1,9,3,1032.88,737.17,1046.5814285714284,2215.4142857142856,0,0
2025-09-08,india-south,764.85,1670.68,65.89,44.84,159.43,1,113.27,0,0,9,3,867.71,946.74,1020.5971428571429,2168.767142857143,0,0
2025-09-09,india-south,673.0,1603.21,81.74,88.4,147.49,0,113.25,1,0,9,3,764.85,1107.33,958.5500000000001,2070.8771428571426,0,0
2025-09-13,india-south,686.61,1532.67,58.77,76.58,144.9,1,98.45,5,1,9,3,673.0,1151.52,892.1342857142856,1936.7014285714286,0,0
2025-09-14,india-south,650.54,1576.56,79.82,44.61,144.02,1,96.14,6,1,9,3,686.61,1119.58,825.1285714285714,1812.747142857143,0,0
2025-09-15,india-south,717.59,1486.88,70.15,75.97,145.22,0,106.39,0,0,9,3,650.54,1100.31,770.4542857142858,1670.722857142857,0,0
2025-09-16,india-south,639.81,1493.56,85.9,58.34,138.56,0,100.6,1,0,9,3,717.59,1032.88,714.3014285714287,1593.3614285714284,0,0
2025-09-17,india-south,670.36,1467.09,53.68,90.47,139.88,0,97.26,2,0,9,3,639.81,867.71,686.1085714285715,1547.2357142857143,0,0
2025-09-18,india-south,677.12,1508.33,76.98,69.39,142.73,0,108.98,3,0,9,3,670.36,764.85,673.5757142857143,1524.042857142857,0,0
2025-09-19,india-south,657.09,1406.64,69.65,69.72,135.42,0,97.92,4,0,9,3,677.12,673.0,671.3028571428571,1495.9614285714288,0,0
2025-09-20,india-south,666.05,1447.82,71.15,63.56,138.45,1,100.25,5,1,9,3,657.09,686.61,668.3657142857144,1483.8400000000001,0,0
2025-09-21,india-south,687.26,1483.26,54.01,80.54,142.28,1,100.58,6,1,9,3,666.05,650.54,673.6114285714286,1470.5114285714285,0,0
2025-09-22,india-south,682.03,1540.71,53.69,84.87,144.92,0,111.9,0,0,9,3,687.26,717.59,668.5314285714286,1478.2014285714286,0,0
2025-09-23,india-south,672.14,1524.61,77.77,83.74,143.16,0,106.89,1,0,9,3,682.03,639.81,673.15,1482.637142857143,0,0
2025-09-24,india-south,608.03,1422.55,65.8,47.73,131.85,0,96.97,2,0,9,3,672.14,670.36,664.2457142857144,1476.2742857142857,0,0
2025-09-25,india-south,701.66,1392.16,53.68,71.72,138.65,0,114.44,3,0,9,3,608.03,677.12,667.7514285714286,1459.6785714285713,0,0
2025-09-26,india-south,729.09,1451.36,50.79,87.42,144.33,0,96.44,4,0,9,3,701.66,657.09,678.0371428571428,1466.0671428571427,0,0
2025-09-27,india-south,596.79,1417.29,76.07,78.68,130.55,1,111.48,5,1,9,3,729.09,666.05,668.1428571428571,1461.705714285714,0,0
2025-09-28,india-south,708.63,1534.7,59.59,76.95,147.0,1,114.43,6,1,9,3,596.79,687.26,671.1957142857143,1469.0542857142857,0,0
2025-09-29,india-south,678.03,1464.82,61.61,61.73,140.45,0,107.22,0,0,9,3,708.63,682.03,670.6242857142857,1458.212857142857,0,0
2025-09-30,india-south,691.94,1513.23,60.11,66.27,144.33,0,99.86,1,0,9,3,678.03,672.14,673.4528571428572,1456.5871428571427,0,0
2025-10-01,india-south,867.79,2020.43,36.91,82.63,187.65,0,105.64,2,0,10,4,691.94,608.03,710.5614285714286,1541.9985714285715,0,0
2025-10-02,india-south,993.95,2320.1,55.76,66.2,215.25,0,112.23,3,0,10,4,867.79,701.66,752.3171428571429,1674.5614285714287,0,0
2025-10-03,india-south,1065.9,2484.65,65.69,62.71,230.64,0,111.54,4,0,10,4,993.95,729.09,800.4328571428572,1822.1742857142856,0,1
2025-10-04,india-south,1049.57,2552.36,52.82,73.59,232.84,0,113.49,5,1,10,4,1065.9,596.79,865.1157142857144,1984.327142857143,0,1
2025-10-05,india-south,1081.98,2415.49,61.94,56.85,228.35,1,112.27,6,1,10,4,1049.57,708.63,918.4514285714286,2110.154285714286,0,0
2025-10-06,india-south,964.27,2194.67,73.03,71.73,205.78,0,110.3,0,0,10,4,1081.98,678.03,959.3428571428573,2214.4185714285713,0,0
2025-10-07,india-south,816.03,1900.03,73.13,50.34,176.46,0,96.2,1,0,10,4,964.27,691.94,977.0699999999999,2269.6757142857145,0,0
2025-10-08,india-south,766.27,1547.19,82.47,50.3,152.87,1,108.9,2,0,10,4,816.03,867.79,962.5671428571428,2202.07,0,0
2025-10-09,india-south,669.93,1536.77,82.77,72.96,143.62,0,100.97,3,0,10,4,766.27,993.95,916.2785714285714,2090.1657142857143,0,0
2025-11-01,india-south,952.98,2042.36,62.77,88.13,196.52,1,113.27,5,1,11,4,669.93,1065.9,900.1471428571429,2026.9814285714288,0,0
2025-11-02,india-south,1054.12,2291.34,74.88,65.73,219.12,0,114.84,6,1,11,4,952.98,1049.57,900.7971428571428,1989.6928571428573,0,0
2025-11-03,india-south,1082.82,2488.55,76.86,55.3,232.38,0,109.82,0,0,11,4,1054.12,1081.98,900.9171428571428,2000.1299999999999,0,1
2025-11-04,india-south,1067.17,2429.63,66.77,45.96,227.78,0,111.74,1,0,11,4,1082.82,964.27,915.6171428571428,2033.6957142857143,0,0
2025-11-05,india-south,1055.0,2288.72,46.24,89.35,219.06,1,99.84,2,0,11,4,1067.17,816.03,949.7557142857142,2089.2228571428573,0,0
2025-11-06,india-south,984.28,2248.48,58.63,85.5,210.5,0,110.57,3,0,11,4,1055.0,766.27,980.9,2189.407142857143,0,0
2025-11-07,india-south,819.46,1982.97,65.28,73.55,181.26,0,113.97,4,0,11,4,984.28,669.93,1002.2614285714286,2253.15,0,0
2025-11-08,india-south,768.89,1657.31,54.43,98.0,159.07,0,107.64,5,1,11,4,819.46,952.98,975.9628571428572,2198.1428571428573,0,0
2025-11-09,india-south,670.97,1402.26,59.35,78.61,136.43,0,109.56,6,1,11,4,768.89,1054.12,921.2271428571429,2071.1314285714284,0,0
2025-12-01,india-south,958.27,1997.15,67.79,80.02,194.55,1,111.57,0,0,12,4,670.97,1082.82,903.4342857142857,2000.9314285714286,0,0
2025-12-02,india-south,919.59,2442.77,58.98,45.46,215.18,0,111.15,1,0,12,4,958.27,1067.17,882.3514285714285,2002.8085714285714,0,0
2025-12-03,india-south,1085.75,2471.06,58.55,76.41,231.7,0,99.66,2,0,12,4,919.59,1055.0,886.7442857142858,2028.857142857143,0,1
2025-12-04,india-south,1114.68,2440.92,70.87,72.82,232.68,1,109.91,3,0,12,4,1085.75,984.28,905.3728571428572,2056.3485714285716,0,0
2025-12-05,india-south,1034.72,2388.24,62.67,53.91,222.61,0,107.94,4,0,12,4,1114.68,819.46,936.1242857142857,2114.2442857142855,0,0
2025-12-06,india-south,923.44,2087.07,55.84,59.85,196.27,0,102.84,5,1,12,4,1034.72,768.89,958.2028571428572,2175.638571428571,0,0
2025-12-07,india-south,806.89,2001.38,57.73,94.43,181.12,1,114.12,6,1,12,4,923.44,670.97,977.62,2261.227142857143,0,0
2025-12-08,india-south,723.11,1718.77,65.82,83.36,158.27,0,101.57,0,0,12,4,806.89,958.27,944.0257142857143,2221.4585714285713,0,0
2025-12-09,india-south,655.94,1406.63,79.08,53.85,135.31,0,98.97,1,0,12,4,723.11,919.59,906.3614285714285,2073.4385714285713,0,0
2025-01-08,us-east,890.58,1610.06,53.15,61.27,222.69,0,103.87,2,0,1,1,1000.94,1091.84,1148.0142857142857,2115.7371428571428,0,0
2025-01-09,us-east,847.91,1468.98,63.71,72.7,207.42,0,109.48,3,0,1,1,890.58,1112.5,1110.2157142857143,2019.5742857142857,0,0
2025-01-13,us-east,1072.27,2160.09,53.66,77.33,284.07,0,108.2,0,0,1,1,847.91,1309.53,1076.3214285714287,1998.812857142857,0,0
2025-01-14,us-east,1179.79,2051.53,66.03,68.23,289.16,0,108.74,1,0,1,1,1072.27,1324.82,1055.6028571428571,1954.0314285714285,0,0
2025-01-15,us-east,1116.85,2181.56,54.95,61.1,290.96,0,95.96,2,0,1,1,1179.79,1252.36,1036.2442857142858,1924.8685714285716,0,0
2025-01-16,us-east,1186.88,2146.12,61.36,82.98,296.81,0,106.03,3,0,1,1,1116.85,1145.37,1042.1742857142858,1921.2528571428572,0,0
2025-01-17,us-east,1166.5,2145.14,54.53,85.51,294.3,0,103.25,4,0,1,1,1186.88,1000.94,1065.8257142857142,1966.2114285714285,0,0
2025-01-18,us-east,1100.78,2037.76,77.98,60.1,278.69,1,113.28,5,1,1,1,1166.5,890.58,1095.8542857142857,2027.3114285714287,0,0
2025-01-19,us-east,1101.21,2185.39,71.66,63.54,289.36,1,110.21,6,1,1,1,1100.78,847.91,1132.0400000000002,2129.655714285714,0,0
2025-01-20,us-east,1088.86,2054.03,72.79,75.76,278.43,0,102.37,0,0,1,1,1101.21,1072.27,1134.41,2114.5042857142857,0,0
2025-01-21,us-east,1065.02,2032.35,72.21,55.32,274.01,0,102.81,1,0,1,1,1088.86,1179.79,1118.0142857142857,2111.764285714286,0,0
2025-01-22,us-east,1099.07,2199.13,53.63,63.57,290.1,0,114.75,2,0,1,1,1065.02,1116.85,1115.4742857142858,2114.274285714286,0,0
2025-01-23,us-east,1153.99,2079.63,57.29,71.33,288.08,0,112.85,3,0,1,1,1099.07,1186.88,1110.7757142857142,2104.7757142857145,0,0
2025-01-24,us-east,1167.52,2056.37,67.99,63.22,288.03,0,112.63,4,0,1,1,1153.99,1166.5,1110.9214285714286,2092.094285714286,0,0
2025-01-25,us-east,1117.48,2186.73,66.62,80.0,291.4,1,102.19,5,1,1,1,1167.52,1100.78,1113.307142857143,2113.3757142857144,0,0
2025-01-26,us-east,1147.24,2173.64,61.58,77.07,294.04,1,106.62,6,1,1,1,1117.48,1101.21,1119.8828571428571,2111.697142857143,0,0
