timestamp,region,compute_usage_units,storage_usage_gb,cpu_utilization_percent,storage_utilization_percent,estimated_cost_usd,is_holiday,economic_index
2025-08-27,india-south,730.19,1572.37,66.78,84.3,150.98,0,114.13
2025-08-28,europe-west,626.01,1250.47,63.55,63.75,186.12,0,107.18
2025-08-28,us-east,925.04,1665.85,72.6,79.18,230.84,0,103.01
2025-08-28,india-south,710.54,1508.63,69.17,74.83,145.76,0,108.74
2025-08-29,europe-west,533.94,1298.16,81.12,78.17,177.54,0,112.44
2025-08-29,india-south,656.08,1468.8,64.73,78.27,138.69,0,105.45
2025-08-29,us-east,867.64,1413.39,43.09,59.59,205.79,0,109.78
2025-08-30,europe-west,691.08,1316.57,74.27,67.16,200.29,1,96.1
2025-08-30,india-south,707.38,1641.48,67.77,84.44,152.66,1,98.97
2025-08-30,us-east,848.17,1537.49,53.38,77.83,212.39,1,95.61
2025-08-31,us-east,816.71,1592.97,73.7,59.11,212.6,1,113.54
2025-08-31,europe-west,551.4,1219.37,70.13,90.59,173.51,1,99.39
2025-08-31,india-south,737.17,1518.58,69.33,65.19,148.7,1,96.99
2025-09-01,india-south,680.75,1569.85,82.65,72.62,146.38,0,109.0
2025-09-01,europe-west,549.11,1190.97,66.43,77.28,170.9,0,111.32
2025-09-01,us-east,847.91,1468.98,63.71,72.7,207.42,0,109.48
2025-09-02,europe-west,544.48,1377.97,56.75,64.33,185.44,0,98.26
2025-09-02,us-east,817.17,1540.82,60.15,81.3,208.91,0,100.38
2025-09-02,india-south,727.61,1487.9,71.55,81.84,146.17,0,97.84
2025-09-03,us-east,775.56,1487.72,85.25,69.09,200.09,0,103.46
2025-09-03,europe-west,591.13,1104.67,64.05,65.43,169.57,0,104.14
2025-09-03,india-south,725.67,1601.07,48.54,60.24,152.13,0,95.28
2025-09-04,india-south,678.22,1494.7,57.24,62.56,142.09,0,101.77
2025-09-04,europe-west,602.73,1266.27,86.16,53.83,184.26,0,103.6
2025-09-04,us-east,798.47,1530.42,59.91,46.52,205.92,0,103.93
2025-09-05,europe-west,584.46,1233.82,78.73,71.69,179.15,0,112.54
2025-09-05,us-east,784.55,1505.11,82.67,74.21,202.42,0,114.52
2025-09-05,india-south,595.52,1595.26,52.03,63.77,140.07,0,108.7
2025-09-06,europe-west,548.6,1272.82,78.62,83.64,177.47,1,98.6
2025-09-06,india-south,604.89,1520.76,68.37,62.3,136.88,1,95.07
2025-09-06,us-east,794.67,1477.61,60.26,75.56,201.66,1,104.07
2025-09-07,india-south,714.21,1393.18,71.79,75.71,139.84,1,99.91
2025-09-07,europe-west,582.81,1210.26,64.4,80.47,177.02,1,109.5
2025-09-07,us-east,773.96,1535.4,64.17,66.71,203.33,1,110.46
2025-09-08,europe-west,491.36,1129.21,65.72,75.1,158.07,0,98.55
2025-09-08,india-south,681.42,1526.95,76.01,53.4,144.12,0,111.61
2025-09-08,us-east,824.65,1436.7,64.57,69.26,202.31,0,107.76
2025-09-09,us-east,774.13,1536.93,67.88,75.73,203.46,0,109.65
2025-09-09,europe-west,569.99,1187.11,75.6,71.1,173.41,0,111.13
2025-09-09,india-south,673.0,1603.21,81.74,88.4,147.49,0,113.25
2025-09-10,europe-west,539.7,1358.83,50.59,66.39,183.24,0,106.98
2025-09-10,india-south,669.93,1536.77,82.77,72.96,143.62,0,100.97
2025-09-10,us-east,812.75,1434.36,67.56,53.31,200.71,0,109.93
2025-09-11,europe-west,546.96,1380.13,65.27,74.52,185.95,0,111.01
2025-09-11,us-east,797.42,1433.29,46.5,78.9,198.8,0,109.57
2025-09-11,india-south,670.97,1402.26,59.35,78.61,136.43,0,109.56
2025-09-12,europe-west,541.77,1285.66,67.01,53.76,177.59,0,110.67
2025-09-12,india-south,655.94,1406.63,79.08,53.85,135.31,0,98.97
2025-09-12,us-east,775.8,1435.88,71.9,63.99,196.39,0,109.71
2025-09-13,india-south,686.61,1532.67,58.77,76.58,144.9,1,98.45
2025-09-13,europe-west,584.34,1259.74,81.13,70.27,181.24,1,97.76
2025-09-13,us-east,840.91,1510.09,56.98,87.6,209.54,1,110.54
2025-09-14,us-east,885.58,1432.3,42.67,82.49,209.3,1,97.84
2025-09-14,india-south,650.54,1576.56,79.82,44.61,144.02,1,96.14
2025-09-14,europe-west,624.09,1265.12,75.0,35.0,187.05,1,114.62
2025-09-15,india-south,717.59,1486.88,70.15,75.97,145.22,0,106.39
2025-09-15,europe-west,492.36,1248.08,64.34,59.28,167.85,0,110.21
2025-09-15,us-east,872.13,1401.74,57.82,68.01,205.49,0,100.58
2025-09-16,europe-west,534.49,1200.1,60.43,76.16,169.66,0,108.04
2025-09-16,india-south,639.81,1493.56,85.9,58.34,138.56,0,100.6
2025-09-16,us-east,804.21,1491.46,53.17,73.06,203.8,0,104.77
2025-09-17,india-south,670.36,1467.09,53.68,90.47,139.88,0,97.26
2025-09-17,us-east,797.63,1408.92,95.0,71.07,197.07,0,105.32
2025-09-17,europe-west,593.42,1199.36,73.9,59.79,177.57,0,109.21
2025-09-18,us-east,783.4,1523.87,67.49,88.48,203.64,0,103.78
2025-09-18,india-south,677.12,1508.33,76.98,69.39,142.73,0,108.98
2025-09-18,europe-west,566.65,1121.08,65.83,88.13,167.6,0,113.78
2025-09-19,india-south,657.09,1406.64,69.65,69.72,135.42,0,97.92
2025-09-19,europe-west,513.02,1137.77,56.8,53.03,161.7,0,108.78
2025-09-19,us-east,858.58,1334.9,76.53,54.07,199.05,0,97.41
2025-09-20,europe-west,406.09,1189.2,58.14,70.03,151.41,1,113.42
2025-09-20,us-east,806.33,1431.65,74.34,67.47,199.75,1,101.26
2025-09-20,india-south,666.05,1447.82,71.15,63.56,138.45,1,100.25
2025-09-21,india-south,687.26,1483.26,54.01,80.54,142.28,1,100.58
2025-09-21,europe-west,583.28,1227.2,60.82,75.33,178.46,1,98.73
2025-09-21,us-east,798.95,1565.36,60.97,66.64,208.49,1,101.8
2025-09-22,europe-west,527.22,1299.13,65.28,73.46,176.71,0,103.17
2025-09-22,india-south,682.03,1540.71,53.69,84.87,144.92,0,111.9
2025-09-22,us-east,890.15,1510.31,76.25,92.41,215.46,0,99.97
2025-09-23,us-east,772.95,1525.33,73.2,89.82,202.49,0,98.58
2025-09-23,europe-west,570.85,1359.25,54.6,50.17,187.49,0,107.72
2025-09-23,india-south,672.14,1524.61,77.77,83.74,143.16,0,106.89
2025-09-24,us-east,817.9,1397.09,60.67,61.29,198.65,0,95.15
2025-09-24,europe-west,617.5,1275.3,58.04,79.63,186.99,0,104.35
2025-09-24,india-south,608.03,1422.55,65.8,47.73,131.85,0,96.97
2025-09-25,europe-west,558.11,1242.95,59.57,57.58,176.33,0,114.66
2025-09-25,us-east,784.82,1332.18,63.15,60.93,190.01,0,95.68
2025-09-25,india-south,701.66,1392.16,53.68,71.72,138.65,0,114.44
2025-09-26,europe-west,599.76,1136.18,61.15,67.38,173.3,0,113.88
2025-09-26,us-east,831.92,1437.29,63.58,65.99,203.23,0,106.71
2025-09-26,india-south,729.09,1451.36,50.79,87.42,144.33,0,96.44
2025-09-27,us-east,811.11,1551.59,62.46,85.0,208.95,1,99.92
2025-09-27,europe-west,561.01,1336.43,80.72,59.2,184.31,1,109.18
2025-09-27,india-south,596.79,1417.29,76.07,78.68,130.55,1,111.48
2025-09-28,us-east,795.5,1529.23,41.13,78.24,205.47,1,101.35
2025-09-28,india-south,708.63,1534.7,59.59,76.95,147.0,1,114.43
2025-09-28,europe-west,518.91,1110.25,64.22,78.17,160.26,1,102.53
2025-09-29,europe-west,596.88,1214.9,40.35,43.89,179.3,0,113.63
2025-09-29,india-south,678.03,1464.82,61.61,61.73,140.45,0,107.22
2025-09-29,us-east,796.25,1572.32,57.89,69.8,208.66,0,104.68
2025-09-30,india-south,691.94,1513.23,60.11,66.27,144.33,0,99.86
2025-09-30,europe-west,502.3,1180.9,56.92,70.93,163.75,0,112.21
2025-09-30,us-east,793.67,1511.75,57.65,86.5,204.0,0,104.64
